No,date,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season
3474,2013-07-23,17,22.0,266.0,4.0,7.0,700.0,163.0,29.5,990.9,19.8,0.0,SW,3.3,Wanshouxigong,Summer
3475,2013-07-23,18,28.0,45.0,9.0,11.0,700.0,167.0,28.7,991.5,20.2,0.0,SSW,1.4,Wanshouxigong,Summer
3476,2013-07-23,19,36.0,56.0,7.0,18.0,700.0,156.0,27.8,992.1,19.8,0.0,S,1.6,Wanshouxigong,Summer
3477,2013-07-23,20,31.0,31.0,8.0,23.0,1000.0,146.0,26.7,992.6,20.8,0.0,SSE,0.9,Wanshouxigong,Summer
3478,2013-07-23,21,37.0,37.0,7.0,29.0,1000.0,128.0,25.9,992.6,21.1,0.0,SSW,1.2,Wanshouxigong,Summer
3479,2013-07-23,22,42.0,93.0,5.0,40.0,1100.0,93.0,24.9,992.6,21.8,0.0,WSW,1.0,Wanshouxigong,Summer
3480,2013-07-23,23,39.0,67.0,4.0,38.0,1400.0,81.0,24.0,992.2,21.9,0.0,WSW,1.0,Wanshouxigong,Summer
3481,2013-07-24,0,48.0,79.0,4.0,49.0,1200.0,64.0,23.2,992.2,22.0,0.0,SSW,0.1,Wanshouxigong,Summer
3482,2013-07-24,1,61.0,95.0,5.0,59.0,1100.0,44.0,22.6,992.4,21.9,0.0,WSW,0.8,Wanshouxigong,Summer
3483,2013-07-24,2,67.0,96.0,4.0,68.0,900.0,19.0,22.4,992.4,21.9,0.0,E,0.4,Wanshouxigong,Summer
3484,2013-07-24,3,72.0,90.0,4.0,79.0,900.0,5.0,22.2,992.9,21.7,0.0,NE,0.9,Wanshouxigong,Summer
3485,2013-07-24,4,62.0,99.0,3.0,85.0,900.0,2.0,23.8,993.0,21.5,0.0,ENE,1.3,Wanshouxigong,Summer
3486,2013-07-24,5,70.0,109.0,5.0,94.0,900.0,2.0,23.1,993.7,21.9,0.0,NW,0.7,Wanshouxigong,Summer
3487,2013-07-24,6,73.0,103.0,5.0,65.0,700.0,7.0,25.4,994.2,22.3,0.0,WSW,0.8,Wanshouxigong,Summer
3488,2013-07-24,7,78.0,99.0,4.0,51.0,800.0,23.0,28.5,994.4,21.8,0.0,N,0.9,Wanshouxigong,Summer
3490,2013-07-24,9,43.0,43.0,10.8528,56.2522,680.0,52.0506,33.9,994.4,16.7,0.0,ENE,1.2,Wanshouxigong,Summer
3491,2013-07-24,10,16.0,16.0,9.4248,39.2123,620.0,72.1854,35.4,994.1,15.2,0.0,NNE,2.1,Wanshouxigong,Summer
3492,2013-07-24,11,15.0,13.0,7.0,25.0,560.0,109.4562,36.3,993.7,12.5,0.0,WSW,2.0,Wanshouxigong,Summer
3493,2013-07-24,12,13.0,13.0,5.0,4.0,500.0,133.0,37.0,993.2,12.4,0.0,WNW,2.6,Wanshouxigong,Summer
3495,2013-07-24,14,10.0,2.0,3.0,3.5,500.0,129.0,37.7,992.3,12.3,0.0,W,4.0,Wanshouxigong,Summer
3496,2013-07-24,15,7.0,14.0,3.0,3.25,500.0,136.0,37.8,992.4,14.4,0.0,WSW,2.7,Wanshouxigong,Summer
3497,2013-07-24,16,14.0,14.0,5.0,3.0,500.0,138.0,38.0,992.1,13.3,0.0,WNW,2.9,Wanshouxigong,Summer
3498,2013-07-24,17,15.0,15.0,8.0,2.0,500.0,143.0,37.2,992.0,13.9,0.0,W,2.1,Wanshouxigong,Summer
3499,2013-07-24,18,11.0,11.0,6.0,5.0,500.0,135.0,33.8,992.4,17.9,0.0,WSW,1.3,Wanshouxigong,Summer
3500,2013-07-24,19,14.0,14.0,6.0,11.0,500.0,123.0,30.3,992.9,20.0,0.0,WSW,1.7,Wanshouxigong,Summer
3501,2013-07-24,20,15.0,20.0,5.0,20.0,800.0,97.0,29.5,993.7,22.7,0.0,W,0.9,Wanshouxigong,Summer
3502,2013-07-24,21,38.0,198.0,6.0,71.0,2200.0,71.0,27.2,994.1,19.8,0.0,WSW,1.3,Wanshouxigong,Summer
3503,2013-07-24,22,44.0,172.0,6.0,52.0,1400.0,106.0,25.4,994.1,19.3,0.0,W,0.8,Wanshouxigong,Summer
3504,2013-07-24,23,40.0,94.0,8.0,57.0,1100.0,85.0,25.0,994.4,18.4,0.0,W,1.1,Wanshouxigong,Summer
3505,2013-07-25,0,31.0,5.0,7.0,50.0,800.0,56.0,24.2,994.3,19.1,0.0,N,0.0,Wanshouxigong,Summer
3506,2013-07-25,1,28.0,28.0,7.0,89.0,800.0,8.0,23.5,994.2,19.6,0.0,S,0.4,Wanshouxigong,Summer
3507,2013-07-25,2,28.0,28.0,7.0,89.0,700.0,2.0,23.4,994.2,20.5,0.0,N,0.0,Wanshouxigong,Summer
3508,2013-07-25,3,24.0,11.0,5.0,83.0,700.0,2.0,23.6,994.2,18.9,0.0,E,0.9,Wanshouxigong,Summer
3509,2013-07-25,4,21.0,20.0,6.0,80.0,700.0,2.0,26.3,994.7,17.6,0.0,NE,1.6,Wanshouxigong,Summer
3510,2013-07-25,5,15.0,15.0,5.0,67.0,500.0,2.0,26.4,995.0,17.5,0.0,N,0.6,Wanshouxigong,Summer
3511,2013-07-25,6,14.0,10.0,4.0,55.0,600.0,6.0,27.4,995.1,17.8,0.0,NNE,0.5,Wanshouxigong,Summer
3512,2013-07-25,7,11.0,31.0,4.0,46.0,600.0,12.0,28.8,995.3,17.3,0.0,SW,0.8,Wanshouxigong,Summer
3513,2013-07-25,8,12.0,26.0,4.0,46.0,600.0,16.0,29.8,995.6,16.9,0.0,NNE,1.1,Wanshouxigong,Summer
3514,2013-07-25,9,16.0,32.0,5.0,56.0,700.0,18.0,32.2,995.8,16.1,0.0,NE,1.8,Wanshouxigong,Summer
3515,2013-07-25,10,17.0,58.0,5.0,56.0,800.0,34.0,33.6,996.2,15.1,0.0,ENE,1.3,Wanshouxigong,Summer
3516,2013-07-25,11,24.0,2.0,4.0,38.0,700.0,75.0,34.5,996.0,16.4,0.0,WNW,1.2,Wanshouxigong,Summer
3517,2013-07-25,12,13.0,10.0,5.0,35.0,800.0,108.0,35.4,995.5,16.2,0.0,SSW,1.9,Wanshouxigong,Summer
3518,2013-07-25,13,19.0,7.0,6.0,24.0,800.0,150.0,35.5,994.7,16.3,0.0,WSW,2.3,Wanshouxigong,Summer
3519,2013-07-25,14,14.0,2.0,5.0,10.0,800.0,180.0,35.4,994.2,16.2,0.0,S,1.8,Wanshouxigong,Summer
3527,2013-07-25,22,77.0,92.0,33.0,47.0,2500.0,118.0,28.5,996.1,21.0,0.0,SE,0.8,Wanshouxigong,Summer
3528,2013-07-25,23,60.0,78.0,21.0,58.0,1500.0,73.0,26.9,996.3,21.2,0.0,S,0.6,Wanshouxigong,Summer
3529,2013-07-26,0,47.0,74.0,21.0,81.0,1400.0,20.0,27.9,996.8,19.7,0.0,E,2.3,Wanshouxigong,Summer
3530,2013-07-26,1,40.0,60.0,25.0,80.0,1600.0,12.0,27.3,996.6,19.9,0.0,ESE,1.6,Wanshouxigong,Summer
3531,2013-07-26,2,36.0,43.0,16.0,51.0,900.0,25.0,27.0,996.1,19.9,0.0,E,1.5,Wanshouxigong,Summer
3532,2013-07-26,3,27.0,32.0,14.0,39.0,700.0,32.0,26.9,996.5,19.5,0.0,ESE,1.5,Wanshouxigong,Summer
3533,2013-07-26,4,29.0,41.0,18.0,43.0,800.0,25.0,27.1,996.5,19.4,0.0,ENE,1.3,Wanshouxigong,Summer
3534,2013-07-26,5,30.0,47.0,17.0,34.0,1000.0,29.0,26.9,996.7,20.0,0.0,NE,1.7,Wanshouxigong,Summer
3535,2013-07-26,6,33.0,51.0,19.0,50.0,1500.0,14.0,26.9,996.8,19.8,0.0,E,2.4,Wanshouxigong,Summer
3536,2013-07-26,7,40.0,42.0,30.0,56.0,2100.0,15.0,27.0,997.3,19.6,0.0,ENE,2.2,Wanshouxigong,Summer
3539,2013-07-26,10,44.0,69.0,42.0,66.0,2400.0,32.0,26.1,998.1,21.1,0.0,WNW,1.4,Wanshouxigong,Summer
3543,2013-07-26,14,52.0,35.0,8.0,63.0,2400.0,40.0,24.6,996.7,22.1,0.0,NNE,1.5,Wanshouxigong,Summer
3545,2013-07-26,16,80.0,55.0,7.0,70.0,2100.0,29.0,26.7,995.9,21.7,0.0,N,2.0,Wanshouxigong,Summer
3546,2013-07-26,17,66.0,32.0,10.0,57.0,1900.0,58.0,26.5,995.6,21.7,0.0,S,0.6,Wanshouxigong,Summer
3547,2013-07-26,18,57.0,29.0,15.0,61.0,1900.0,67.0,26.2,995.7,21.4,0.0,NW,1.4,Wanshouxigong,Summer
3548,2013-07-26,19,63.0,50.0,14.0,77.0,2000.0,53.0,26.2,995.9,21.4,0.0,W,0.7,Wanshouxigong,Summer
3549,2013-07-26,20,68.0,66.0,13.0,87.0,2100.0,36.0,25.5,996.5,22.6,0.0,SSW,0.5,Wanshouxigong,Summer
3550,2013-07-26,21,70.0,60.0,11.0,84.0,2000.0,28.0,25.1,996.3,22.2,0.0,WNW,0.8,Wanshouxigong,Summer
3551,2013-07-26,22,66.0,38.0,11.0,64.0,1800.0,40.0,25.2,996.1,22.5,0.0,W,1.1,Wanshouxigong,Summer
3552,2013-07-26,23,69.0,39.0,11.0,57.0,1700.0,46.0,25.3,996.0,22.4,0.0,WNW,1.0,Wanshouxigong,Summer
3553,2013-07-27,0,66.0,46.0,10.0,52.0,1600.0,46.0,25.1,995.5,22.8,0.0,SW,0.6,Wanshouxigong,Summer
3554,2013-07-27,1,75.0,44.0,10.0,51.0,1600.0,44.0,24.8,995.1,22.9,0.0,W,0.4,Wanshouxigong,Summer
3555,2013-07-27,2,75.0,75.0,10.0,51.0,1600.0,22.0,25.9,994.9,22.2,0.0,NE,1.0,Wanshouxigong,Summer
3556,2013-07-27,3,81.0,80.0,7.0,64.0,1600.0,12.0,25.6,994.9,22.3,0.0,NW,0.9,Wanshouxigong,Summer
3557,2013-07-27,4,83.0,82.0,9.0,64.0,1600.0,2.0,25.3,994.8,22.6,0.0,WNW,1.2,Wanshouxigong,Summer
3558,2013-07-27,5,88.0,91.0,9.0,83.0,1600.0,2.0,24.9,994.6,22.4,0.0,NW,1.4,Wanshouxigong,Summer
3559,2013-07-27,6,89.0,104.0,7.0,74.0,1600.0,2.0,24.8,994.6,22.9,0.0,ENE,1.1,Wanshouxigong,Summer
3560,2013-07-27,7,93.0,88.0,6.0,69.0,1500.0,2.0,25.0,994.9,23.1,0.0,ENE,0.9,Wanshouxigong,Summer
3561,2013-07-27,8,101.0,71.0,4.0,58.0,1500.0,10.0,25.0,994.7,23.2,0.0,W,0.9,Wanshouxigong,Summer
3562,2013-07-27,9,95.0,57.0,4.0,45.0,1400.0,25.0,25.1,994.4,23.5,0.0,NE,1.0,Wanshouxigong,Summer
3563,2013-07-27,10,98.0,76.0,4.0,54.0,1500.0,18.0,25.6,994.1,23.5,0.0,ENE,1.1,Wanshouxigong,Summer
3564,2013-07-27,11,107.0,96.0,4.0,61.0,1600.0,12.0,26.8,993.7,23.7,0.0,E,1.0,Wanshouxigong,Summer
3565,2013-07-27,12,107.0,102.0,4.0,61.0,1600.0,12.0,27.6,993.6,23.6,0.0,ESE,1.0,Wanshouxigong,Summer
3566,2013-07-27,13,123.0,96.0,4.0,69.0,1800.0,16.0,27.4,993.1,23.4,0.0,NE,1.0,Wanshouxigong,Summer
3568,2013-07-27,15,152.0,151.0,6.0,77.0,1700.0,42.0,27.9,992.9,24.1,0.0,ENE,1.3,Wanshouxigong,Summer
3569,2013-07-27,16,167.0,128.0,5.0,83.0,1900.0,34.0,28.1,992.9,24.1,0.0,E,1.1,Wanshouxigong,Summer
3570,2013-07-27,17,159.0,94.0,5.0,93.0,2000.0,38.0,27.4,993.3,24.8,0.0,WNW,0.5,Wanshouxigong,Summer
3571,2013-07-27,18,159.0,87.0,5.0,91.0,1900.0,42.0,27.5,993.2,23.9,0.0,NNE,0.8,Wanshouxigong,Summer
3572,2013-07-27,19,159.0,91.0,5.0,91.0,2000.0,35.0,25.8,993.2,24.2,0.0,NE,0.5,Wanshouxigong,Summer
3573,2013-07-27,20,152.0,102.0,5.0,98.0,2000.0,21.0,25.0,994.1,24.0,0.0,ESE,0.0,Wanshouxigong,Summer
3574,2013-07-27,21,158.0,110.0,6.0,110.0,2400.0,4.0,24.6,994.0,23.9,0.0,SSW,0.4,Wanshouxigong,Summer
3577,2013-07-28,0,159.0,70.0,7.0,104.0,2500.0,3.0,23.3,993.0,23.0,0.0,NW,0.5,Wanshouxigong,Summer
3578,2013-07-28,1,146.0,46.0,6.0,104.0,2300.0,3.0,23.0,993.2,22.8,0.0,NNE,0.0,Wanshouxigong,Summer
3579,2013-07-28,2,142.0,68.0,6.0,97.0,2200.0,3.0,22.7,992.9,22.5,0.0,W,0.7,Wanshouxigong,Summer
3580,2013-07-28,3,135.0,72.0,7.0,84.0,2500.0,3.0,22.6,993.4,22.6,0.0,S,0.5,Wanshouxigong,Summer
3582,2013-07-28,5,111.0,47.0,5.0,75.0,2000.0,2.0,22.8,993.6,22.8,0.0,NNW,0.4,Wanshouxigong,Summer
3583,2013-07-28,6,84.0,18.0,4.0,60.0,1600.0,2.0,26.8,994.2,22.6,0.0,E,1.8,Wanshouxigong,Summer
3584,2013-07-28,7,54.0,54.0,7.0,54.0,1100.0,8.0,27.8,994.7,21.8,0.0,ESE,1.2,Wanshouxigong,Summer
3585,2013-07-28,8,39.0,39.0,11.0,47.0,1000.0,22.0,30.1,994.9,21.7,0.0,SW,1.1,Wanshouxigong,Summer
3586,2013-07-28,9,44.0,10.0,13.0,53.0,1100.0,32.0,31.0,995.0,20.3,0.0,SW,0.9,Wanshouxigong,Summer
3587,2013-07-28,10,41.0,2.0,12.0,57.0,1100.0,54.0,32.8,994.9,21.6,0.0,WSW,2.5,Wanshouxigong,Summer
3588,2013-07-28,11,28.0,28.0,11.0,48.0,800.0,81.0,33.8,994.6,20.9,0.0,WSW,2.1,Wanshouxigong,Summer
3589,2013-07-28,12,28.0,28.0,11.0,49.0,700.0,126.0,34.4,993.9,19.6,0.0,SW,1.8,Wanshouxigong,Summer
3591,2013-07-28,14,18.0,18.0,4.0,6.0,700.0,152.0,35.3,993.0,20.8,0.0,SW,2.4,Wanshouxigong,Summer
3592,2013-07-28,15,19.0,64.0,5.0,10.0,900.0,174.0,35.3,992.8,21.6,0.0,SSW,2.3,Wanshouxigong,Summer
3594,2013-07-28,17,25.0,62.0,4.0,14.0,1000.0,188.0,34.4,992.6,21.1,0.0,WSW,2.0,Wanshouxigong,Summer
3595,2013-07-28,18,22.0,40.0,4.0,15.0,1100.0,183.0,32.8,993.0,20.7,0.0,SW,1.7,Wanshouxigong,Summer
3596,2013-07-28,19,26.0,27.0,4.0,26.0,1100.0,144.0,31.5,993.3,21.1,0.0,WSW,1.3,Wanshouxigong,Summer
3597,2013-07-28,20,21.0,13.0,6.0,47.0,1400.0,106.0,30.6,993.8,22.5,0.0,WSW,2.0,Wanshouxigong,Summer
3598,2013-07-28,21,30.0,91.0,7.0,52.0,1900.0,87.0,29.2,993.8,22.9,0.0,WNW,1.5,Wanshouxigong,Summer
3599,2013-07-28,22,24.0,111.0,5.0,63.0,1800.0,51.0,27.8,993.8,24.0,0.0,WSW,0.9,Wanshouxigong,Summer
3600,2013-07-28,23,30.0,91.0,4.0,86.0,1700.0,19.0,28.1,993.8,24.3,0.0,N,0.2,Wanshouxigong,Summer
3601,2013-07-29,0,41.0,106.0,5.0,94.0,1300.0,4.0,27.5,993.6,24.6,0.0,NW,0.5,Wanshouxigong,Summer
3602,2013-07-29,1,41.0,101.0,4.0,88.0,1200.0,2.0,26.2,993.5,24.6,0.0,W,0.0,Wanshouxigong,Summer
3603,2013-07-29,2,42.0,109.0,4.0,86.0,1200.0,2.0,25.9,993.4,24.9,0.0,SSE,0.6,Wanshouxigong,Summer
3604,2013-07-29,3,42.0,101.0,5.0,86.0,1300.0,2.0,28.5,993.4,22.7,0.0,NE,0.8,Wanshouxigong,Summer
3605,2013-07-29,4,40.0,47.0,4.0,82.0,1100.0,2.0,27.1,993.4,23.8,0.0,SE,0.5,Wanshouxigong,Summer
3606,2013-07-29,5,47.0,58.0,6.0,92.0,1200.0,2.0,27.6,993.7,23.4,0.0,ENE,1.0,Wanshouxigong,Summer
3607,2013-07-29,6,49.0,101.0,6.0,94.0,1100.0,2.0,28.6,993.9,23.7,0.0,ENE,1.1,Wanshouxigong,Summer
3608,2013-07-29,7,65.0,115.0,5.0,88.0,1100.0,5.0,29.9,994.1,23.8,0.0,ENE,1.1,Wanshouxigong,Summer
3609,2013-07-29,8,79.0,101.0,5.0,63.0,1000.0,31.0,29.9,994.1,24.3,0.0,E,0.8,Wanshouxigong,Summer
3610,2013-07-29,9,77.0,104.0,5.0,68.0,1000.0,41.0,28.1,994.3,25.5,0.0,E,1.1,Wanshouxigong,Summer
3611,2013-07-29,10,78.0,118.0,5.0,85.0,1200.0,30.0,28.1,994.6,24.9,0.0,WNW,1.8,Wanshouxigong,Summer
3613,2013-07-29,12,48.0,9.0,3.0,67.0,1500.0,42.0,28.6,994.7,25.2,0.0,W,1.3,Wanshouxigong,Summer
3615,2013-07-29,14,82.0,29.0,3.0,90.0,1300.0,50.0,30.3,992.6,22.5,0.0,SSW,0.9,Wanshouxigong,Summer
3616,2013-07-29,15,70.0,70.0,3.0,68.0,1100.0,106.0,30.7,992.2,23.4,0.0,SSW,1.2,Wanshouxigong,Summer
3618,2013-07-29,17,50.0,50.0,4.0,43.0,900.0,150.0,31.1,992.0,20.7,0.0,SSW,1.4,Wanshouxigong,Summer
3619,2013-07-29,18,43.0,43.0,5.0,67.0,1000.0,153.0,29.8,992.1,22.5,0.0,SW,1.7,Wanshouxigong,Summer
3620,2013-07-29,19,62.0,82.0,6.0,96.0,1300.0,128.0,28.6,992.7,22.4,0.0,SSE,0.9,Wanshouxigong,Summer
3621,2013-07-29,20,71.0,23.0,7.0,104.0,1600.0,96.0,28.0,993.5,23.4,0.0,SSE,1.4,Wanshouxigong,Summer
3622,2013-07-29,21,76.0,92.0,6.0,116.0,2200.0,49.0,27.2,993.4,23.4,0.0,WSW,1.2,Wanshouxigong,Summer
3623,2013-07-29,22,90.0,100.0,7.0,100.0,2000.0,39.0,26.7,993.3,24.0,0.0,W,1.0,Wanshouxigong,Summer
3624,2013-07-29,23,108.0,101.0,7.0,75.0,2200.0,43.0,25.0,992.4,23.4,0.0,SW,0.8,Wanshouxigong,Summer
3625,2013-07-30,0,98.0,96.0,5.0,68.0,2200.0,35.0,23.8,991.8,23.1,0.0,W,1.0,Wanshouxigong,Summer
3626,2013-07-30,1,84.0,71.0,4.0,74.0,1500.0,26.0,23.7,991.5,22.9,0.0,W,0.6,Wanshouxigong,Summer
3627,2013-07-30,2,80.0,38.0,4.0,53.0,1200.0,38.0,22.9,991.0,22.4,0.0,W,1.0,Wanshouxigong,Summer
3628,2013-07-30,3,75.0,44.0,4.0,80.0,1200.0,7.0,22.7,990.8,22.4,0.0,NNW,0.7,Wanshouxigong,Summer
3629,2013-07-30,4,69.0,45.0,3.0,86.0,1100.0,2.0,22.8,991.3,22.5,0.0,NE,0.9,Wanshouxigong,Summer
3630,2013-07-30,5,58.0,41.0,3.0,83.0,1000.0,2.0,23.6,991.8,23.1,0.0,W,0.9,Wanshouxigong,Summer
3631,2013-07-30,6,69.0,103.0,5.0,88.0,1300.0,2.0,25.3,991.8,23.2,0.0,W,1.1,Wanshouxigong,Summer
3632,2013-07-30,7,98.0,162.0,6.0,86.0,1700.0,3.0,27.5,992.4,23.5,0.0,WNW,1.4,Wanshouxigong,Summer
3633,2013-07-30,8,139.0,124.0,6.0,113.0,1900.0,13.0,29.3,992.5,24.0,0.0,W,0.9,Wanshouxigong,Summer
3634,2013-07-30,9,154.0,132.0,7.0,117.0,2100.0,41.0,30.6,992.1,24.5,0.0,SSW,1.1,Wanshouxigong,Summer
3646,2013-07-30,21,111.0,118.0,6.0,36.0,1400.0,188.0,29.1,991.4,24.7,0.0,SSW,0.7,Wanshouxigong,Summer
3647,2013-07-30,22,99.0,63.0,6.0,37.0,1300.0,157.0,29.5,993.1,24.1,0.0,NE,1.0,Wanshouxigong,Summer
3651,2013-07-31,2,11.0,11.0,3.0,11.0,500.0,106.0,21.9,993.1,21.2,0.0,W,1.0,Wanshouxigong,Summer
3652,2013-07-31,3,18.0,18.0,3.0,18.0,550.0,73.5,21.8,992.9,21.0,0.0,WNW,1.1,Wanshouxigong,Summer
3653,2013-07-31,4,11.0,2.0,3.0,30.0,600.0,41.0,21.7,992.7,21.0,0.0,WSW,0.7,Wanshouxigong,Summer
3654,2013-07-31,5,13.0,13.0,3.0,42.0,600.0,42.0,21.7,992.8,20.9,0.0,WSW,1.3,Wanshouxigong,Summer
3655,2013-07-31,6,16.0,2.0,3.0,52.0,700.0,26.0,23.1,993.6,21.2,0.0,S,1.8,Wanshouxigong,Summer
3656,2013-07-31,7,28.0,29.0,3.0,61.0,700.0,20.0,25.3,993.7,20.5,0.0,N,0.5,Wanshouxigong,Summer
3657,2013-07-31,8,34.0,34.0,3.0,70.0,700.0,37.0,26.6,993.6,21.1,0.0,SSE,1.4,Wanshouxigong,Summer
3658,2013-07-31,9,35.0,6.0,3.0,56.0,800.0,69.0,28.4,993.8,21.4,0.0,E,1.3,Wanshouxigong,Summer
3659,2013-07-31,10,41.0,38.0,5.0,58.0,700.0,84.0,30.3,993.5,21.7,0.0,E,1.4,Wanshouxigong,Summer
3660,2013-07-31,11,39.0,34.0,6.0,42.0,800.0,126.0,31.4,993.0,20.0,0.0,WSW,0.8,Wanshouxigong,Summer
3661,2013-07-31,12,36.0,6.0,6.0,28.0,900.0,177.0,32.5,992.4,22.6,0.0,SSW,1.5,Wanshouxigong,Summer
3672,2013-07-31,23,36.0,45.0,3.0,29.0,700.0,102.0,23.0,995.5,22.2,0.0,N,1.1,Wanshouxigong,Summer
3673,2013-08-01,0,37.0,23.0,3.0,21.0,700.0,96.0,22.7,995.0,21.5,0.0,ENE,1.4,Wanshouxigong,Summer
3674,2013-08-01,1,40.0,40.0,3.0,23.0,600.0,92.0,22.4,994.5,20.9,0.0,E,1.9,Wanshouxigong,Summer
3675,2013-08-01,2,31.0,31.0,3.0,18.0,500.0,96.0,22.4,994.7,20.7,0.0,E,2.0,Wanshouxigong,Summer
3676,2013-08-01,3,26.0,26.0,3.0,15.0,500.0,99.0,22.0,995.2,20.5,0.0,SSW,0.5,Wanshouxigong,Summer
3677,2013-08-01,4,26.0,26.0,3.0,15.0,500.0,95.0,21.1,995.1,20.6,0.0,WNW,1.5,Wanshouxigong,Summer
3678,2013-08-01,5,29.0,29.0,3.0,10.0,500.0,82.0,21.8,995.6,21.1,0.0,W,0.8,Wanshouxigong,Summer
3679,2013-08-01,6,27.0,16.0,3.0,16.0,500.0,74.0,23.8,996.3,20.7,0.0,E,0.9,Wanshouxigong,Summer
3680,2013-08-01,7,30.0,66.0,3.0,21.0,600.0,80.0,24.7,997.1,21.0,0.0,NNE,1.0,Wanshouxigong,Summer
3681,2013-08-01,8,32.0,11.0,3.0,27.0,600.0,82.0,24.6,997.9,20.7,0.0,ENE,1.5,Wanshouxigong,Summer
3682,2013-08-01,9,35.0,8.0,3.0,41.0,700.0,76.0,24.7,997.5,21.0,0.0,ENE,1.1,Wanshouxigong,Summer
3686,2013-08-01,13,41.0,25.0,3.0,66.0,1000.0,47.0,24.7,997.0,21.6,0.0,NW,0.6,Wanshouxigong,Summer
3687,2013-08-01,14,40.0,34.0,3.0,55.0,900.0,62.0,25.6,997.1,20.8,0.0,S,2.2,Wanshouxigong,Summer
3688,2013-08-01,15,30.0,16.0,3.0,56.0,1000.0,60.0,25.8,997.2,20.8,0.0,W,0.8,Wanshouxigong,Summer
3689,2013-08-01,16,50.0,26.0,3.0,82.0,1000.0,53.0,27.6,996.6,19.4,0.0,WSW,0.9,Wanshouxigong,Summer
3690,2013-08-01,17,47.0,47.0,4.0,64.0,1000.0,86.0,27.1,996.0,20.9,0.0,WNW,1.1,Wanshouxigong,Summer
3691,2013-08-01,18,49.0,13.0,3.0,72.0,900.0,94.0,25.8,996.8,20.8,0.0,N,0.6,Wanshouxigong,Summer
3692,2013-08-01,19,49.0,70.0,3.0,89.0,1100.0,71.0,23.8,997.6,21.5,0.0,E,0.8,Wanshouxigong,Summer
3693,2013-08-01,20,61.0,72.0,3.0,97.0,1300.0,48.0,23.2,998.7,22.0,0.0,SSE,0.5,Wanshouxigong,Summer
3694,2013-08-01,21,75.0,58.0,3.0,101.0,1300.0,30.0,22.6,999.6,22.1,0.0,W,1.0,Wanshouxigong,Summer
3695,2013-08-01,22,58.0,38.0,3.0,107.0,1300.0,11.0,22.6,999.5,22.1,0.0,W,1.0,Wanshouxigong,Summer
3696,2013-08-01,23,58.0,22.0,3.0,116.0,1400.0,2.0,22.2,999.0,21.7,0.0,WNW,1.8,Wanshouxigong,Summer
3697,2013-08-02,0,65.0,42.0,5.0,112.0,1700.0,2.0,21.7,998.2,21.4,0.0,SE,0.6,Wanshouxigong,Summer
3698,2013-08-02,1,65.0,53.0,5.0,115.0,1900.0,2.0,21.5,998.6,21.3,0.0,W,0.4,Wanshouxigong,Summer
3699,2013-08-02,2,73.0,57.0,5.0,99.0,1700.0,2.0,22.4,998.3,22.1,0.0,ESE,0.5,Wanshouxigong,Summer
3700,2013-08-02,3,66.0,63.0,5.0,99.0,1600.0,2.0,22.3,998.4,22.0,0.0,NNE,0.8,Wanshouxigong,Summer
3701,2013-08-02,4,75.0,70.0,5.0,96.0,1500.0,2.0,22.3,998.6,21.5,0.0,ENE,1.4,Wanshouxigong,Summer
3702,2013-08-02,5,75.0,30.0,5.0,96.0,1200.0,2.0,21.6,999.2,21.3,0.0,W,0.7,Wanshouxigong,Summer
3703,2013-08-02,6,62.0,35.0,3.0,69.0,1000.0,2.0,22.8,999.9,22.1,0.0,W,1.2,Wanshouxigong,Summer
3704,2013-08-02,7,65.0,88.0,3.0,58.0,1000.0,9.0,24.2,1000.3,21.9,0.0,NW,1.1,Wanshouxigong,Summer
3705,2013-08-02,8,73.0,19.0,3.0,55.0,1100.0,21.0,25.4,1000.0,21.9,0.0,E,1.1,Wanshouxigong,Summer
3706,2013-08-02,9,82.0,24.0,8.0,33.0,1500.0,67.0,27.7,1000.2,22.6,0.0,WNW,1.5,Wanshouxigong,Summer
3707,2013-08-02,10,91.0,41.0,12.0,29.0,1500.0,95.0,28.7,999.9,22.2,0.0,E,0.6,Wanshouxigong,Summer
3708,2013-08-02,11,87.0,57.0,11.0,35.0,1400.0,116.0,29.8,999.8,21.7,0.0,E,1.9,Wanshouxigong,Summer
3709,2013-08-02,12,87.0,62.0,11.0,35.0,1500.0,154.0,29.9,999.8,22.3,0.0,ESE,1.3,Wanshouxigong,Summer
3716,2013-08-02,19,95.0,95.0,4.0,18.0,1000.0,187.0,25.7,998.6,18.6,0.0,W,1.6,Wanshouxigong,Summer
3717,2013-08-02,20,26.0,26.0,3.0,38.0,800.0,113.0,25.4,999.0,19.8,0.0,WSW,0.8,Wanshouxigong,Summer
3718,2013-08-02,21,40.0,65.0,3.0,78.0,1200.0,70.0,25.9,998.6,22.8,0.0,W,1.4,Wanshouxigong,Summer
3719,2013-08-02,22,52.0,121.0,4.0,78.0,1400.0,70.0,26.8,1000.0,19.7,0.0,W,0.9,Wanshouxigong,Summer
3720,2013-08-02,23,100.0,169.0,4.0,72.0,1300.0,86.0,27.5,999.8,15.8,0.0,NNE,1.6,Wanshouxigong,Summer
3721,2013-08-03,0,100.0,100.0,4.0,72.0,900.0,74.0,25.3,1000.1,17.2,0.0,W,1.2,Wanshouxigong,Summer
